Salary,Born,City,Pr/St,Cntry,Nat,Ht,Wt,DftYr,DftRd,Ovrl,Hand,Last Name,First Name,Position,Team,GP,G,A,A1,A2,PTS,+/-,E+/-,PIM,Shifts,TOI,TOI,TOI/GP,TOI/GP,TOI%,IPP%,SH%,SV%,PDO,F/60,A/60,Pct%,Diff,Diff/60,iCF,iCF,iFF,iSF,iSF,iSF,ixG,iSCF,iRB,iRS,iDS,sDist,sDist,Pass,iHF,iHF,iHA,iHDf,iMiss,iGVA,iTKA,iBLK,iGVA,iTKA,iBLK,BLK%,iFOW,iFOL,iFOW,iFOL,FO%,%FOT,dzFOW,dzFOL,nzFOW,nzFOL,ozFOW,ozFOL,FOW.Up,FOL.Up,FOW.Down,FOL.Down,FOW.Close,FOL.Close,OTG,1G,GWG,ENG,PSG,PSA,G.Bkhd,G.Dflct,G.Slap,G.Snap,G.Tip,G.Wrap,G.Wrst,CBar ,Post,Over,Wide,S.Bkhd,S.Dflct,S.Slap,S.Snap,S.Tip,S.Wrap,S.Wrst,iPenT,iPenD,iPENT,iPEND,iPenDf,NPD,Min,Maj,Match,Misc,Game,CF,CA,FF,FA,SF,SA,xGF,xGA,SCF,SCA,GF,GA,RBF,RBA,RSF,RSA,DSF,DSA,FOW,FOL,HF,HA,GVA,TKA,PENT,PEND,OPS,DPS,PS,OTOI,Grit,DAP,Pace,GS,GS/G
667500.00,97-01-02,Sault Ste. Marie,ON,CAN,CAN,71,185,2015,3,67,R,Speers,Blake,C,N.J,3,0,0,0,0,0,0,0.3,0,43,1707,28.4,9.48,9.48,17.40%,0.00%,0.00%,1,1000,0,0,0.00%,0,0,3,3,3,3,3,3,0.2,1,0,0,0,44.7,44.1,0,1,1,2,-1,0,0,1,1,0,1,1,3.30%,0,2,0,2,0.00%,9.10%,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,15,20,15,14,0.8,0.8,4,2,0,0,0,0,1,0,1,0,18,4,10,12,2,3,2,1,-0.1,0,0,135.24,2,0,94.9,-0.2,-0.08
832500.00,95-02-04,Hamilton,ON,CAN,CAN,76,220,2013,1,7,L,Nurse,Darnell,D,EDM,44,5,6,2,4,11,0,-1.7,33,962,44927,744.2,17.02,16.98,30.90%,37.90%,7.80%,0.917,995,2.34,2.9,44.60%,-7,-0.56,145,145,110,85,85,85,3.1,4,1,4,5,48.5,47.6,22.6,107,107,50,57,25,36,11,53,36,11,53,7.30%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,2,23,8,0,17,21,0,2,37,12,2,11,1,-10,-4.6,9,3,0,0,0,663,728,494,563,370,433,32.1,39.5,124,145,29,36,28,28,29,47,57,75,337,338,449,282,143,84,53,46,0.9,1.5,2.4,1666.12,196,13.1,112.2,16.2,0.37
8000000.00,91-12-13,Yaroslavl,,RUS,RUS,72,219,2010,1,16,L,Tarasenko,Vladimir,RW,STL,82,39,36,18,18,75,-1,4.1,12,2064,90872,1508.7,18.47,18.45,31.80%,77.30%,11.00%,0.913,1024,3.86,2.19,63.80%,42,1.67,526,525,398,286,286,286,25.4,82,14,14,28,29.3,27.4,309.9,50,50,94,-44,112,31,29,31,31,29,31,2.60%,5,5,5,5,50.00%,0.60%,0,0,2,1,3,4,1,1,0,3,4,4,3,7,8,2,0,0,2,0,1,5,1,0,30,3,9,10,90,12,2,11,42,5,0,214,6,19,5,17,13,13,6,0,0,0,0,1606,1190,1198,866,879,635,80.2,52.8,271,174,97,55,55,40,54,54,109,94,783,791,358,493,165,144,73,83,8.4,1.7,10.2,3229.59,93,13.2,111.2,84.3,1.03
692500.00,95-08-02,Zilina,,SVK,SVK,74,202,2013,3,90,L,Cehlarik,Peter,LW/RW,BOS,11,0,2,1,1,2,0,0.4,0,197,9183,153,13.92,13.91,26.40%,25.00%,10.40%,0.897,1000,3.14,2.35,57.10%,2,0.78,15,15,14,8,8,8,1.5,9,1,0,1,19.4,18.6,21.3,7,7,6,1,6,10,8,4,10,8,4,3.20%,2,1,2,1,66.70%,1.80%,0,0,0,0,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,3,0,0,4,0,1,0,1,1,1.2,0,0,0,0,0,148,124,120,90,77,58,7.7,5.8,31,22,8,6,3,4,4,5,7,9,80,83,51,74,44,31,3,9,-0.2,0.2,0,426.56,11,0,106.7,2.7,0.24
3500000.00,84-10-29,Thunder Bay,ON,CAN,CAN,76,208,2003,1,2,L,Staal,Eric,C,MIN,82,28,37,24,13,65,17,17.7,34,1926,91548,1521,18.6,18.59,31.00%,72.20%,10.20%,0.916,1018,3.55,2.41,59.60%,29,1.14,361,360,274,211,211,211,22,75,20,18,38,28.9,26.1,315.2,42,42,70,-28,63,24,51,39,24,51,39,2.90%,577,597,577,597,49.10%,79.10%,156,199,208,201,213,197,191,166,187,192,346,377,0,3,8,4,0,1,3,0,3,2,2,0,18,0,1,4,58,22,5,15,21,7,2,139,17,17,17,15,0,1.2,17,0,0,0,0,1568,1344,1162,1006,886,726,81.5,56.9,289,171,90,61,73,41,79,50,152,91,726,759,318,457,144,171,81,78,6,2,8.1,3383.28,115,5.5,114.9,67,0.82
900000.00,92-04-20,Swan River,MB,CAN,CAN,74,208,2010,5,133,L,Ferland,Micheal,LW/RW,CGY,76,15,10,6,4,25,-1,-1.4,50,1291,52736,878.6,11.57,11.56,22.70%,67.60%,8.80%,0.921,1010,2.53,2.32,52.10%,3,0.2,172,172,145,106,106,106,11.1,41,7,16,23,28,27.4,117.7,149,149,52,97,39,38,36,26,38,36,26,3.30%,3,4,3,4,42.90%,0.80%,0,2,1,2,2,0,0,0,1,3,3,2,0,3,1,0,0,0,2,0,2,4,1,0,6,0,0,3,36,10,1,9,12,5,0,69,12,7,11,10,-5,-0.5,5,6,0,1,0,813,781,586,601,419,433,37.9,36.1,130,127,37,34,36,34,46,50,82,84,438,439,415,249,139,106,68,53,1.9,1,2.9,2993.79,231,37,108.9,26.2,0.35
575000.00,89-01-21,North Andover,MA,USA,USA,70,190,,,,L,Farnham,Bobby,RW,MTL,3,0,0,0,0,0,0,-0.3,17,43,1489,24.7,8.27,8.26,16.50%,0.00%,0.00%,1,1000,0,0,0.00%,0,0,4,4,4,4,4,4,0.4,3,0,0,0,26.8,26.2,0,8,8,3,5,0,0,0,2,0,0,2,5.70%,1,0,1,0,100.00%,5.60%,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,3,0,1,1,-3,0,1,1,0,0,1,17,35,14,24,11,20,1.2,1.3,7,3,0,0,0,2,1,3,1,5,9,9,23,15,1,1,3,5,-0.1,0,0,125.01,28,8,126.3,-0.6,-0.2
600000.00,91-05-17,Pickering,ON,CAN,CAN,73,210,2011,3,80,L,Andreoff,Andy,LW/C,L.A,36,0,2,2,0,2,-2,0.5,70,527,22888,381.1,10.6,10.59,20.70%,33.30%,3.50%,0.939,973,0.94,1.42,40.00%,-3,-0.47,81,81,57,38,38,38,4.1,12,5,2,7,27.2,24.5,116.5,70,70,47,23,19,10,5,7,10,5,7,2.30%,41,28,41,28,59.40%,24.10%,12,13,14,5,15,10,15,10,14,11,22,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,17,5,0,2,9,1,0,21,19,9,18,8,-10,-11,14,2,0,2,1,359,308,254,228,173,147,16.2,15.7,47,55,6,9,18,13,15,27,33,40,136,150,242,215,52,28,46,27,-0.9,0.5,-0.4,1457.01,149,5.4,105,5.4,0.15
705000.00,94-01-07,Ottawa,ON,CAN,CAN,72,212,2013,7,206,R,Weegar,Mackenzie,D,FLA,3,0,0,0,0,0,0,0.1,4,62,3140,52.3,17.45,17.44,29.90%,0.00%,8.00%,0.957,1037,2.29,1.15,66.70%,1,1.15,5,5,5,3,3,3,0.2,0,0,0,0,46,46.4,0,4,4,1,3,2,0,1,1,0,1,1,2.90%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,2,0,2,0,-2,-1.7,2,0,0,0,0,44,34,34,30,25,23,2.3,2.2,8,9,2,1,2,2,1,1,3,3,12,15,9,9,9,3,4,2,-0.1,0.1,0.1,122.57,9,2.5,89.4,0.1,0.03
900000.00,96-10-31,Stockholm,,SWE,SWE,73,184,2015,2,45,R,Forsbacka Karlsson,Jakob,C,BOS,1,0,0,0,0,0,0,0.4,0,13,505,8.4,8.42,8.42,16.00%,0.00%,0.00%,1,1000,0,0,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,1,20.00%,1,1,1,1,50.00%,66.70%,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,3,3,2,0.4,0,2,0,0,0,0,0,1,0,1,0,1,2,7,2,0,1,0,2,0,0,0,44.24,1,0,85.5,0.2,0.15
8000000.00,84-06-16,Brampton,ON,CAN,CAN,76,212,2002,1,1,L,Nash,Rick,RW/LW,NYR,67,23,15,13,2,38,9,0.4,26,1656,66186,1101.7,16.47,16.46,27.50%,63.30%,11.00%,0.919,1029,3.27,2.51,56.60%,14,0.76,319,319,265,195,195,195,22.4,84,14,18,32,27.1,23.4,202,63,63,53,10,70,46,43,35,46,43,35,3.20%,0,1,0,1,0.00%,0.10%,0,0,0,0,0,1,0,1,0,0,0,0,0,5,3,2,0,0,3,0,0,3,2,0,15,1,5,4,60,19,1,6,25,16,2,126,13,21,13,16,8,3.5,13,0,0,0,0,1021,1089,783,801,545,570,56.8,49.9,202,164,60,46,41,33,46,52,87,85,593,650,295,329,209,138,54,64,3.7,1.4,5,2898.12,124,8.2,114.9,39.4,0.59
4000000.00,90-06-07,Winnipeg,MB,CAN,CAN,75,210,2008,3,69,R,Stone,Michael,D,ARI/CGY,64,3,12,6,6,15,0,-13.1,32,1705,76099,1264.2,19.82,19.8,34.20%,34.10%,8.50%,0.925,1010,2.09,2.47,45.80%,-8,-0.38,186,186,127,81,81,81,3.2,0,4,1,5,52.8,49.2,145,125,125,86,39,46,26,5,143,26,5,143,10.70%,1,0,1,0,100.00%,0.10%,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,9,37,0,0,46,7,0,0,28,16,6,16,5,-10,-0.8,16,0,0,0,0,999,1334,736,985,517,694,47.1,63.9,162,213,44,52,42,47,53,55,95,102,624,649,512,373,167,112,68,68,0.4,2.9,3.3,2434.38,300,8.1,110.7,8.4,0.13
575000.00,90-05-18,Roseau,MN,USA,USA,70,184,2008,2,40,L,Ness,Aaron,D,WSH,2,0,0,0,0,0,-1,-0.3,0,33,1540,25.7,12.83,12.83,24.30%,0.00%,0.00%,0.923,923,0,2.34,0.00%,-1,-2.34,1,1,1,0,0,0,0,0,0,0,0,0,44.7,0,2,2,2,0,1,1,0,2,1,0,2,8.00%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,0,15,25,9,20,7,13,1,0.9,3,3,0,1,1,2,0,0,1,2,5,12,8,13,3,2,0,1,0,0,-0.1,80.15,4,0,93.5,-0.6,-0.28
1850000.00,90-07-18,Lycksele,,SWE,SWE,72,180,,,,R,Karlsson,Melker,C/RW,S.J,67,11,11,5,6,22,7,1.4,22,1337,51459,855.9,12.8,12.79,23.40%,78.60%,8.50%,0.922,1006,1.96,2.24,46.70%,-4,-0.28,133,132,105,73,73,73,9.2,38,6,9,15,25.1,22.2,129.4,67,67,106,-39,32,23,17,59,23,17,59,6.90%,1,5,1,5,16.70%,0.80%,0,0,0,2,1,3,1,0,0,5,0,3,0,1,1,0,1,1,1,2,1,0,3,0,4,0,0,1,31,6,5,6,4,7,0,45,11,16,10,16,5,3.9,11,0,0,0,0,702,852,502,584,331,408,26.9,39.8,81,143,28,32,17,33,36,32,53,65,357,425,318,366,152,107,47,55,1.2,1.4,2.6,2795.11,148,7.6,108.9,25.9,0.39
2500000.00,87-05-07,Edmonton,AB,CAN,CAN,72,190,,,,L,Schlemko,David,D,S.J,62,2,16,8,8,18,4,7.2,14,1391,62297,1029.9,16.62,16.66,29.30%,42.90%,7.60%,0.921,997,2.45,1.81,57.50%,11,0.64,250,254,162,116,118,118,5.6,10,3,14,17,48.7,44,191.9,35,34,118,-84,46,42,28,112,42,28,111,13.30%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,2,0,0,5,41,7,0,30,12,1,0,68,7,7,7,5,0,2.6,7,0,0,0,0,1063,837,767,571,550,393,50.7,36.4,166,116,42,31,49,34,48,40,97,74,475,475,370,493,183,131,55,56,0.9,2.8,3.7,2479.63,161,9,110.7,30.8,0.5
740000.00,95-08-04,Ottawa,ON,CAN,CAN,73,206,2013,3,69,R,Baptiste,Nicholas,RW,BUF,14,3,1,0,1,4,1,-1.4,6,190,7761,129.3,9.23,9.24,17.80%,66.70%,10.90%,0.96,1069,2.79,1.39,66.70%,3,1.39,21,21,21,17,16,17,1.4,7,1,0,1,27.8,29,0,12,12,8,4,4,1,1,1,1,1,1,0.80%,1,2,1,2,33.30%,2.20%,0,0,0,1,1,1,0,0,1,2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,4,1,0,2,0,1,0,13,3,0,5,0,-3,-3.9,3,0,0,0,0,106,118,77,97,55,75,3.9,4.9,15,18,6,3,3,3,5,3,8,6,67,69,68,56,11,5,9,5,0.4,0.2,0.6,597.35,19,4.3,104,2.5,0.18
800000.00,91-03-17,Omsk,,RUS,RUS,75,200,,,,L,Kalinin,Sergey,C/RW,N.J,43,2,2,2,0,4,-14,-4,15,800,33008,540.8,12.63,12.67,23.20%,80.00%,2.80%,0.902,930,0.55,3.33,14.30%,-25,-2.77,54,54,46,37,38,38,3.7,17,0,2,2,23.5,22.8,99.8,53,53,44,9,10,10,7,20,9,7,20,3.70%,72,102,72,102,41.40%,33.90%,32,52,30,26,10,24,27,40,19,30,49,60,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,8,0,1,6,7,0,16,6,5,6,4,-1,-0.9,5,1,0,0,0,333,535,257,405,181,307,14.4,26.5,47,84,5,30,5,20,12,15,17,35,257,256,212,198,64,44,36,29,-0.9,0.3,-0.6,1787.52,89,12,96.3,-0.3,-0.01
667500.00,96-03-13,Calgary,AB,CAN,CAN,70,166,2014,3,79,R,Point,Brayden,C,T.B,68,18,22,8,14,40,4,1.3,14,1417,69898,1164.3,17.13,17.13,30.40%,54.80%,11.40%,0.917,1031,3.76,2.22,62.90%,30,1.55,214,214,171,122,122,122,14.2,67,6,5,11,24.4,23.3,123.2,39,39,88,-49,49,19,30,31,19,30,31,3.40%,238,294,238,294,44.70%,48.80%,50,75,87,112,101,107,86,88,49,76,152,200,0,4,2,0,0,0,1,0,0,1,6,0,10,0,5,9,35,18,1,2,16,16,0,69,7,11,8,10,4,4.1,7,0,0,0,0,1230,909,917,709,639,515,55.7,39.1,185,122,73,43,35,29,38,57,73,86,506,584,313,405,171,105,53,64,3.1,1.5,4.7,2664.2,84,9.9,110.2,42.7,0.63
4000000.00,86-09-29,Alfred,ON,CAN,CAN,75,204,2005,1,4,L,Pouliot,Benoit,LW,EDM,67,8,6,5,1,14,-5,-3.5,34,1362,56497,941.6,14.05,14.05,24.70%,51.90%,6.00%,0.924,984,1.72,2.23,43.50%,-8,-0.51,146,146,113,77,77,77,7.7,23,5,5,10,28.2,29.3,151.2,39,39,60,-21,36,48,39,39,48,39,39,4.40%,7,21,7,21,25.00%,3.10%,0,3,1,3,6,15,2,5,3,9,6,14,0,3,1,0,0,0,0,1,0,1,2,0,4,1,0,2,33,8,1,6,23,13,0,26,17,14,17,8,-3,-8.4,17,0,0,0,0,815,896,603,629,448,458,37.3,44.9,122,146,27,35,26,50,48,47,74,97,422,485,353,341,187,133,58,55,-0.2,0.8,0.6,2862.92,112,4.6,109,13.4,0.2
700000.00,91-07-17,Wakaw,SK,CAN,CAN,72,189,2009,4,96,R,Vey,Linden,RW/C,CGY,4,0,0,0,0,0,-2,0.8,0,60,2644,44,11.02,11.01,20.70%,0.00%,0.00%,0.882,882,0,2.73,0.00%,-2,-2.73,5,5,3,1,1,1,0.5,2,1,0,1,5,13.9,0,1,1,2,-1,2,2,0,0,2,0,0,0.00%,9,15,9,15,37.50%,55.80%,1,3,5,10,3,2,4,10,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0.1,0,0,0,0,0,43,27,25,23,19,17,2.2,1.4,7,5,0,2,2,2,2,0,4,2,22,21,10,12,5,4,3,0,-0.1,0,-0.2,168.39,1,0,95.4,0,0
7000000.00,90-05-31,Landsbro,,SWE,SWE,72,191,2008,1,15,R,Karlsson,Erik,D,OTT,77,17,54,25,29,71,10,7,28,2425,123989,2054.1,26.83,26.78,44.30%,66.40%,9.50%,0.918,1013,3.13,2.37,56.90%,26,0.76,506,464,337,218,218,218,13.1,21,11,27,38,48.5,44.9,409.3,67,67,84,-17,119,106,59,201,106,59,201,10.60%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,0,0,4,2,0,0,11,3,5,17,94,5,0,81,35,3,0,94,14,22,14,16,8,13,14,0,0,0,0,2093,1894,1572,1382,1127,987,99,87.4,309,284,107,81,102,72,105,100,207,172,1083,987,751,635,346,226,108,132,7.2,5.7,12.9,2586.45,296,9,116.5,73.6,0.96
5000000.00,91-06-03,Jyv_skyl_,,FIN,FIN,70,183,2009,4,106,R,Vatanen,Sami,D,ANA,71,3,21,9,12,24,3,1.5,30,1806,92289,1530.2,21.67,21.63,36.60%,32.00%,9.40%,0.936,1030,2.94,1.88,61.00%,27,1.06,252,252,170,117,117,117,8.4,24,6,7,13,48.4,41.3,109.5,75,75,95,-20,53,39,15,128,39,15,128,8.80%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,1,1,4,47,2,0,55,14,2,1,43,14,18,14,14,4,2.1,14,0,0,0,0,1529,1447,1156,1081,798,746,87.9,70.4,326,235,75,48,59,46,65,57,124,103,950,714,530,524,223,118,93,94,1.1,3.8,4.9,2645.21,233,6.4,116.7,28.4,0.4
9000000.00,87-10-02,Madison,WI,USA,USA,72,202,2006,1,5,R,Kessel,Phil,RW/C,PIT,82,23,47,25,22,70,3,-5.1,20,1797,88259,1458.7,17.93,17.89,31.50%,69.30%,10.90%,0.935,1044,4.15,1.93,68.20%,54,2.22,407,406,295,229,229,229,20.6,68,12,8,20,31,29.2,356.9,12,12,42,-30,66,51,15,15,51,15,15,1.20%,5,10,5,10,33.30%,1.00%,1,0,2,0,2,10,2,1,2,1,3,8,1,4,4,0,0,1,1,0,1,5,0,0,16,1,4,6,55,8,1,7,66,5,1,141,10,9,10,8,-1,2.4,10,0,0,0,0,1591,1288,1200,958,928,723,93.3,64.1,332,225,101,47,81,64,43,59,124,123,728,783,437,591,228,128,98,90,6.1,1.1,7.3,3164.84,47,2.7,118.4,60.1,0.73
925000.00,95-12-30,Moscow,,RUS,RUS,74,190,2014,1,26,L,Scherbak,Nikita,RW,MTL,3,1,0,0,0,1,1,-0.3,0,50,2048,34.1,11.38,11.38,21.00%,50.00%,15.40%,1,1154,3.52,0,100.00%,2,3.52,8,8,4,3,3,3,0.3,1,0,0,0,22.3,26.4,0,0,0,3,-3,1,0,0,1,0,0,1,2.60%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0.1,0,0,0,0,0,30,38,23,27,13,20,1.7,1.1,8,4,2,0,1,1,1,1,2,2,8,13,12,24,2,5,3,3,0.1,0.1,0.2,128.58,1,0,119.6,0.5,0.18
4000000.00,93-03-01,Leksand,,SWE,SWE,74,200,2011,2,42,L,Rask,Victor,C,CAR,82,16,29,11,18,45,-10,-2.8,16,1863,85088,1398.4,17.3,17.22,29.70%,67.20%,8.50%,0.906,991,2.87,2.66,51.90%,5,0.21,307,310,233,185,186,186,15.9,53,16,20,36,36.9,32.6,193.4,43,42,91,-49,48,46,41,33,46,41,33,2.70%,457,461,455,457,49.80%,70.40%,89,136,175,154,193,171,113,136,169,145,273,292,0,3,3,1,0,0,0,1,1,7,0,0,7,1,2,2,43,12,4,24,59,3,0,84,7,9,7,9,2,6.1,7,0,0,0,0,1445,1210,1083,929,789,660,74.3,61.3,245,218,67,62,59,57,70,66,129,123,665,630,354,480,246,239,58,72,2.7,1.4,4.2,3312.9,92,12,113.9,45.1,0.56
600000.00,95-04-10,Herning,,DNK,DNK,72,175,2013,3,89,R,Bjorkstrand,Oliver,RW,CBJ,26,6,7,4,3,13,4,6.1,6,483,21980,366.2,14.08,14.09,25.70%,56.50%,10.40%,0.906,1011,3.77,2.13,63.90%,10,1.64,90,90,66,55,55,55,7.4,31,9,4,13,24.4,24.2,68.7,14,14,31,-17,11,8,8,9,8,8,9,3.60%,1,0,1,0,100.00%,0.30%,0,0,1,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,2,1,0,0,3,0,2,1,8,5,1,5,11,6,0,27,2,5,3,6,3,2.6,2,0,0,0,0,373,252,276,186,221,139,19.4,12.6,68,42,23,13,18,11,11,8,29,19,160,162,105,124,36,34,15,19,1.1,0.5,1.7,1058.12,29,11,102.4,17.4,0.67
725000.00,85-03-06,Le Blanc-Mesnil,,FRA,FRA,72,198,,,,L,Bellemare,Pierre-Edouard,LW/C,PHI,82,4,4,3,1,8,-1,-3.9,20,1552,63814,1061.8,12.97,12.96,23.40%,38.10%,5.90%,0.908,967,1.19,2.83,29.60%,-29,-1.64,172,172,129,90,90,90,6,17,4,14,18,37.5,34.7,135.6,73,73,105,-32,39,14,24,70,14,24,70,6.10%,402,429,400,429,48.40%,86.00%,168,226,140,117,94,86,80,101,142,125,267,293,0,2,0,0,0,0,0,0,1,2,1,0,0,2,0,4,33,10,1,8,36,5,1,29,7,7,7,8,0,0.7,5,2,0,0,0,701,1151,498,798,354,544,24.7,51.2,76,176,21,50,27,54,38,49,65,103,467,497,460,499,138,86,40,41,-1.7,1.3,-0.4,3483.12,165,19.4,104.7,12.7,0.16
925000.00,95-04-20,New Haven,CT,USA,USA,73,214,2013,2,33,L,Erne,Adam,LW,T.B,26,3,0,0,0,3,-9,0.9,11,441,18419,305.9,11.8,11.79,22.40%,60.00%,3.40%,0.904,938,0.98,2.55,27.80%,-8,-1.57,65,65,58,40,40,40,3.7,13,3,0,3,29.2,28.3,0,71,71,23,48,18,5,2,13,5,2,13,5.20%,0,2,0,2,0.00%,0.70%,0,0,0,0,0,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,3,0,1,4,13,8,0,3,4,2,1,22,4,5,4,4,1,-1.6,3,1,0,0,0,286,249,217,183,145,135,13,8.6,42,26,5,13,19,2,6,20,25,22,133,166,186,120,41,22,13,23,-0.2,0,-0.2,1061.61,96,24.3,104.9,5.1,0.2
792500.00,94-03-14,East Longmeadow,MA,USA,USA,69,201,,,,L,Vatrano,Frank,C/LW,BOS,44,10,8,2,6,18,-3,1.9,14,817,35581,591.4,13.4,13.44,24.70%,69.20%,7.10%,0.914,985,2.64,1.93,57.80%,7,0.71,193,194,159,115,116,116,9.1,20,4,8,12,37,30.3,43.7,51,51,39,12,44,8,9,16,8,9,16,3.80%,2,5,2,5,28.60%,1.20%,0,0,0,2,2,3,0,0,2,4,0,2,0,4,1,0,0,0,0,1,2,1,0,0,6,0,3,2,39,5,1,13,29,3,0,65,7,9,9,7,2,-1,7,0,0,0,0,662,419,510,315,364,221,29.3,18.1,76,54,26,19,20,11,23,14,43,25,290,288,236,245,85,70,38,31,1.5,0.6,2.2,1798.84,81,8.6,109.7,27.9,0.64
832500.00,94-01-09,Vitkov,,CZE,CZE,75,210,2012,1,13,L,Faksa,Radek,C,DAL,80,12,21,13,8,33,-6,0.2,67,1937,77628,1292.9,16.17,16.17,28.10%,66.00%,8.30%,0.889,972,2.32,3.53,39.70%,-26,-1.21,249,249,203,132,132,132,16.9,59,16,17,33,28.9,27.2,311.2,101,101,128,-27,71,36,43,62,36,43,62,4.70%,590,632,590,632,48.30%,88.70%,259,303,181,220,150,109,149,172,205,235,364,363,0,1,0,1,0,0,0,1,0,1,2,0,8,1,4,4,62,17,2,7,17,12,1,76,25,25,23,16,0,-2.7,21,3,0,1,0,1181,1316,870,951,603,684,58.3,67.6,202,236,50,76,55,69,53,45,108,114,668,710,418,476,183,145,88,82,1.4,1,2.4,3308.4,233,6.9,115.9,37.1,0.46
2950000.00,87-01-23,Narva,,EST,FIN,71,210,2006,6,180,L,Komarov,Leo,C/LW,TOR,82,14,18,11,7,32,6,-2.3,31,2067,84002,1394.1,16.97,17.01,28.70%,40.00%,11.60%,0.912,1028,3.44,2.8,55.20%,15,0.65,177,178,152,114,114,114,14.6,60,6,7,13,27.4,23.4,162.6,232,231,62,169,38,25,46,50,25,45,50,3.60%,91,111,90,111,45.00%,13.30%,52,64,21,21,18,25,31,48,36,32,45,64,0,3,1,0,0,0,2,0,0,3,5,0,4,0,1,2,35,13,0,9,34,21,0,37,13,16,14,10,3,-1.2,12,1,0,0,0,1348,1398,1014,1061,687,737,72.9,70.9,258,242,80,65,38,38,71,65,109,103,727,786,569,554,224,221,83,69,1.2,1.6,2.8,3458.03,314,23.2,118.2,30.4,0.37
4250000.00,93-06-17,Maykop,,RUS,RUS,71,178,2011,2,58,L,Kucherov,Nikita,RW,T.B,74,40,45,28,17,85,13,4.5,38,1735,86320,1428.1,19.43,19.39,34.10%,82.50%,12.00%,0.912,1032,4.33,2.18,66.50%,51,2.14,464,464,348,246,246,246,23.9,73,16,17,33,32.2,30.3,383.4,30,30,77,-47,102,64,54,20,64,54,20,2.00%,0,0,0,0,0.00%,0.00%,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,3,0,0,2,0,8,6,2,0,22,2,11,14,75,12,2,61,40,9,2,120,16,20,18,18,4,3,14,2,0,0,0,1647,1007,1219,795,860,590,81.4,45.3,270,138,103,52,69,28,60,76,129,104,690,742,409,492,245,163,81,98,9.7,2.2,12,2757.31,90,6,111.5,92.1,1.24
875000.00,94-11-09,Salem,MA,USA,USA,76,203,2013,2,61,L,Sanford,Zach,LW,STL/WSH,39,4,4,1,3,8,2,-1.8,10,601,25370,422.79,10.85,10.84,20.80%,61.50%,7.10%,0.952,1023,1.84,1.42,56.50%,3,0.43,73,73,53,36,36,36,4.77,18,7,6,13,26.6,49.61,23.8,22,22,48,-26,17,14,14,20,14,14,20,5.20%,17,22,17,22,43.60%,10.90%,3,5,4,4,10,13,0,6,8,5,14,18,0,1,2,0,0,0,0,0,0,2,0,0,2,0,0,0,17,5,0,1,8,3,0,19,5,6,5,6,1,2.2,5,0,0,0,0,341,387,254,288,183,208,15.6,14.74,52,45,13,10,17,9,15,19,32,28,163,196,165,190,59,48,26,27,0.1,0.5,0.7,1607.84,52,7.2,103.3,6.7,
